config_id,suite,category,n_layer,d_model,n_h,n_kv,d_qk,d_v,d_mlp,total_params_M,q8_group_size,layer_size_kb,mlp_ratio,kv_ratio,sample_idx
RND_0695,Random_50M_150M,Random_50M_150M,4,640,4,1,32,32,2656,53.393,32,5837.5,4.15,0.25,695
RND_0696,Random_50M_150M,Random_50M_150M,17,416,12,12,64,64,1472,73.891,32,3428.8,3.538,1.0,696
RND_0697,Random_50M_150M,Random_50M_150M,18,544,4,1,32,64,1088,64.041,32,2246.1,2.0,0.25,697
RND_0698,Random_50M_150M,Random_50M_150M,26,288,16,4,16,32,1376,52.603,32,1614.4,4.778,0.25,698
RND_0699,Random_50M_150M,Random_50M_150M,28,320,1,1,16,16,1760,64.001,16,2092.5,5.5,1.0,699
RND_0700,Random_50M_150M,Random_50M_150M,11,544,6,6,32,16,1344,54.939,32,2762.5,2.471,1.0,700
RND_0701,Random_50M_150M,Random_50M_150M,7,608,16,16,16,64,2048,67.618,32,5823.5,3.368,1.0,701
RND_0702,Random_50M_150M,Random_50M_150M,13,608,16,8,64,64,2944,124.678,32,7961.0,4.842,0.5,702
RND_0703,Random_50M_150M,Random_50M_150M,21,416,16,8,64,48,640,61.198,32,2112.5,1.538,0.5,703
RND_0704,Random_50M_150M,Random_50M_150M,9,608,8,1,32,16,3168,84.949,32,6646.4,5.211,0.125,704
RND_0705,Random_50M_150M,Random_50M_150M,28,576,12,1,32,64,1504,121.91,32,3654.0,2.611,0.083,705
RND_0706,Random_50M_150M,Random_50M_150M,24,608,12,3,48,32,1536,115.366,32,3889.1,2.526,0.25,706
RND_0707,Random_50M_150M,Random_50M_150M,25,512,8,4,16,32,1152,77.393,64,2150.0,2.25,0.5,707
RND_0708,Random_50M_150M,Random_50M_150M,18,576,6,1,16,32,2944,124.044,64,5488.3,5.111,0.167,708
RND_0709,Random_50M_150M,Random_50M_150M,14,480,6,3,16,64,1344,56.084,32,2513.4,2.8,0.5,709
RND_0710,Random_50M_150M,Random_50M_150M,14,544,6,6,48,64,2400,92.442,32,5114.9,4.412,1.0,710
RND_0711,Random_50M_150M,Random_50M_150M,12,512,12,3,32,16,2016,67.339,32,3815.0,3.938,0.25,711
RND_0712,Random_50M_150M,Random_50M_150M,24,576,16,4,64,64,1216,114.823,64,3719.2,2.111,0.25,712
RND_0713,Random_50M_150M,Random_50M_150M,21,416,1,1,32,32,2144,78.25,32,3004.6,5.154,1.0,713
RND_0714,Random_50M_150M,Random_50M_150M,11,512,2,1,32,64,2048,61.98,64,3425.0,4.0,0.5,714
RND_0715,Random_50M_150M,Random_50M_150M,17,448,1,1,16,64,1856,66.17,64,2669.6,4.143,1.0,715
RND_0716,Random_50M_150M,Random_50M_150M,20,448,6,1,16,16,1312,59.825,32,2054.5,2.929,0.167,716
RND_0717,Random_50M_150M,Random_50M_150M,26,384,8,4,64,32,1504,75.888,32,2395.5,3.917,0.5,717
RND_0718,Random_50M_150M,Random_50M_150M,11,608,1,1,32,48,2880,89.438,16,6540.8,4.737,1.0,718
RND_0719,Random_50M_150M,Random_50M_150M,16,608,1,1,32,48,2880,116.202,16,6540.8,4.737,1.0,719
RND_0720,Random_50M_150M,Random_50M_150M,21,448,4,1,64,48,2368,94.656,64,3569.6,5.286,0.25,720
RND_0721,Random_50M_150M,Random_50M_150M,17,448,16,8,16,48,2240,85.424,64,3844.8,5.0,0.5,721
RND_0722,Random_50M_150M,Random_50M_150M,26,512,2,2,32,16,2720,136.967,32,4706.0,5.312,1.0,722
RND_0723,Random_50M_150M,Random_50M_150M,15,640,8,8,64,16,2752,123.749,64,6342.5,4.3,1.0,723
RND_0724,Random_50M_150M,Random_50M_150M,11,512,6,3,48,48,1632,58.195,32,3248.0,3.188,0.5,724
RND_0725,Random_50M_150M,Random_50M_150M,25,448,16,4,48,32,960,72.736,64,2089.5,2.143,0.25,725
RND_0726,Random_50M_150M,Random_50M_150M,16,544,12,2,64,32,2112,94.222,32,4598.5,3.882,0.167,726
RND_0727,Random_50M_150M,Random_50M_150M,5,640,4,4,16,16,2144,53.58,32,4712.5,3.35,1.0,727
RND_0728,Random_50M_150M,Random_50M_150M,11,480,4,1,64,32,2624,68.244,32,4411.9,5.467,0.25,728
RND_0729,Random_50M_150M,Random_50M_150M,15,480,8,1,16,16,1952,68.389,32,3247.5,4.067,0.125,729
RND_0730,Random_50M_150M,Random_50M_150M,27,512,1,1,64,48,2656,139.034,16,5128.0,5.188,1.0,730
RND_0731,Random_50M_150M,Random_50M_150M,20,544,6,6,32,48,992,70.208,32,2360.9,1.824,1.0,731
RND_0732,Random_50M_150M,Random_50M_150M,19,352,12,3,32,32,1440,53.03,32,2047.4,4.091,0.25,732
RND_0733,Random_50M_150M,Random_50M_150M,23,576,4,1,64,64,2336,130.322,32,4848.8,4.056,0.25,733
RND_0734,Random_50M_150M,Random_50M_150M,6,608,16,1,16,48,1696,53.102,32,4134.9,2.789,0.062,734
RND_0735,Random_50M_150M,Random_50M_150M,15,608,8,8,64,16,992,69.408,32,2852.4,1.632,1.0,735
RND_0736,Random_50M_150M,Random_50M_150M,17,384,8,8,32,32,1568,56.718,32,2422.5,4.083,1.0,736
RND_0737,Random_50M_150M,Random_50M_150M,24,416,2,1,48,64,1792,77.976,32,2617.1,4.308,0.5,737
RND_0738,Random_50M_150M,Random_50M_150M,13,576,1,1,16,64,2144,78.339,32,4180.5,3.722,1.0,738
RND_0739,Random_50M_150M,Random_50M_150M,14,608,2,2,16,32,1600,73.083,32,3344.0,2.632,1.0,739
RND_0740,Random_50M_150M,Random_50M_150M,10,544,16,2,32,48,2464,75.408,32,5287.0,4.529,0.125,740
RND_0741,Random_50M_150M,Random_50M_150M,8,640,16,1,48,32,800,51.437,32,2653.8,1.25,0.062,741
RND_0742,Random_50M_150M,Random_50M_150M,10,640,16,2,32,48,2432,88.101,64,5811.2,3.8,0.125,742
RND_0743,Random_50M_150M,Random_50M_150M,13,544,12,6,16,64,2912,99.333,32,6090.2,5.353,0.5,743
RND_0744,Random_50M_150M,Random_50M_150M,4,608,6,1,16,16,2848,51.89,32,5866.2,4.684,0.167,744
RND_0745,Random_50M_150M,Random_50M_150M,28,352,8,1,64,16,1792,77.812,32,2362.9,5.091,0.125,745
RND_0746,Random_50M_150M,Random_50M_150M,27,384,12,4,64,16,1184,69.439,32,2044.5,3.083,0.333,746
RND_0747,Random_50M_150M,Random_50M_150M,6,640,4,4,16,48,1664,53.316,64,3665.0,2.6,1.0,747
RND_0748,Random_50M_150M,Random_50M_150M,25,416,12,1,48,32,1952,92.667,32,3158.2,4.692,0.083,748
RND_0749,Random_50M_150M,Random_50M_150M,21,512,8,2,48,16,1920,94.588,64,3408.0,3.75,0.25,749
RND_0750,Random_50M_150M,Random_50M_150M,3,640,8,4,48,32,2912,50.789,32,6827.5,4.55,0.5,750
RND_0751,Random_50M_150M,Random_50M_150M,28,480,16,16,48,64,1312,125.246,32,3973.1,2.733,1.0,751
RND_0752,Random_50M_150M,Random_50M_150M,18,544,1,1,16,48,1664,77.515,16,3408.5,3.059,1.0,752
RND_0753,Random_50M_150M,Random_50M_150M,27,352,16,2,16,32,1440,66.998,32,2010.2,4.091,0.125,753
RND_0754,Random_50M_150M,Random_50M_150M,13,640,8,1,64,64,2336,100.09,32,5747.5,3.65,0.125,754
RND_0755,Random_50M_150M,Random_50M_150M,18,416,12,1,16,16,1216,51.369,32,1863.9,2.923,0.083,755
RND_0756,Random_50M_150M,Random_50M_150M,11,608,6,6,32,32,2816,92.22,32,6165.5,4.632,1.0,756
RND_0757,Random_50M_150M,Random_50M_150M,13,640,8,8,48,32,2560,106.746,64,5960.0,4.0,1.0,757
RND_0758,Random_50M_150M,Random_50M_150M,18,640,2,2,32,16,1536,87.507,32,3385.0,2.4,1.0,758
RND_0759,Random_50M_150M,Random_50M_150M,24,608,6,2,48,48,992,85.248,32,2510.4,1.632,0.333,759
RND_0760,Random_50M_150M,Random_50M_150M,17,416,8,8,16,48,1248,54.655,32,2185.6,3.0,1.0,760
RND_0761,Random_50M_150M,Random_50M_150M,26,576,1,1,16,48,1248,86.996,16,2731.5,2.167,1.0,761
RND_0762,Random_50M_150M,Random_50M_150M,19,608,6,3,16,64,2592,128.749,32,5684.6,4.263,0.5,762
RND_0763,Random_50M_150M,Random_50M_150M,15,608,1,1,64,64,2528,102.094,32,5246.4,4.158,1.0,763
RND_0764,Random_50M_150M,Random_50M_150M,21,512,6,2,64,48,864,63.278,32,1970.0,1.688,0.333,764
RND_0765,Random_50M_150M,Random_50M_150M,23,640,6,2,16,48,960,82.154,32,2395.0,1.5,0.333,765
RND_0766,Random_50M_150M,Random_50M_150M,17,640,16,2,48,32,2240,120.989,64,5428.8,3.5,0.125,766
RND_0767,Random_50M_150M,Random_50M_150M,13,512,2,2,64,16,1472,57.282,32,2672.0,2.875,1.0,767
RND_0768,Random_50M_150M,Random_50M_150M,14,576,16,1,64,48,2560,106.266,64,5736.9,4.444,0.062,768
RND_0769,Random_50M_150M,Random_50M_150M,19,320,12,12,48,48,1248,52.879,32,2131.2,3.9,1.0,769
RND_0770,Random_50M_150M,Random_50M_150M,15,480,2,2,64,64,1216,54.105,32,2201.2,2.533,1.0,770
RND_0771,Random_50M_150M,Random_50M_150M,11,544,6,6,48,32,1152,53.79,32,2647.8,2.118,1.0,771
RND_0772,Random_50M_150M,Random_50M_150M,28,576,6,2,64,32,1888,132.748,32,4079.2,3.278,0.333,772
RND_0773,Random_50M_150M,Random_50M_150M,26,480,16,2,16,32,960,70.899,32,1981.9,2.0,0.125,773
RND_0774,Random_50M_150M,Random_50M_150M,12,512,4,4,48,16,1984,65.471,64,3442.0,3.875,1.0,774
RND_0775,Random_50M_150M,Random_50M_150M,25,352,16,2,48,64,608,51.518,32,1490.5,1.727,0.125,775
RND_0776,Random_50M_150M,Random_50M_150M,24,544,2,1,16,64,2304,120.769,32,4282.9,4.235,0.5,776
RND_0777,Random_50M_150M,Random_50M_150M,25,352,12,4,48,64,800,54.616,32,1626.6,2.273,0.333,777
RND_0778,Random_50M_150M,Random_50M_150M,26,448,4,2,48,16,1920,94.127,64,2863.0,4.286,0.5,778
RND_0779,Random_50M_150M,Random_50M_150M,19,640,1,1,16,32,1888,102.255,32,4060.0,2.95,1.0,779
RND_0780,Random_50M_150M,Random_50M_150M,7,608,16,1,32,16,3040,72.862,32,6646.4,5.0,0.062,780
RND_0781,Random_50M_150M,Random_50M_150M,24,384,8,8,64,16,992,58.559,32,1801.5,2.583,1.0,781
RND_0782,Random_50M_150M,Random_50M_150M,12,608,2,2,64,64,2688,93.157,32,5738.0,4.421,1.0,782
RND_0783,Random_50M_150M,Random_50M_150M,27,288,16,4,64,64,1280,64.272,32,2029.5,4.444,0.25,783
RND_0784,Random_50M_150M,Random_50M_150M,23,544,2,1,16,48,1632,91.051,32,3049.4,3.0,0.5,784
RND_0785,Random_50M_150M,Random_50M_150M,22,544,12,2,16,16,1792,97.09,32,3489.2,3.294,0.167,785
RND_0786,Random_50M_150M,Random_50M_150M,23,320,4,2,48,64,1600,56.386,64,1821.9,5.0,0.5,786
RND_0787,Random_50M_150M,Random_50M_150M,14,608,4,1,48,48,1920,83.706,32,4177.6,3.158,0.25,787
RND_0788,Random_50M_150M,Random_50M_150M,28,352,12,4,48,32,1408,71.978,32,2134.0,4.0,0.333,788
RND_0789,Random_50M_150M,Random_50M_150M,28,320,12,2,32,64,1408,66.008,64,1853.8,4.4,0.167,789
RND_0790,Random_50M_150M,Random_50M_150M,20,480,16,8,32,48,1440,84.066,32,3298.1,3.0,0.5,790
RND_0791,Random_50M_150M,Random_50M_150M,22,640,16,1,48,32,1248,104.086,32,3598.8,1.95,0.062,791
RND_0792,Random_50M_150M,Random_50M_150M,9,544,16,4,48,16,2528,70.758,32,5306.1,4.647,0.25,792
RND_0793,Random_50M_150M,Random_50M_150M,13,576,16,4,64,48,2656,105.416,32,6468.8,4.611,0.25,793
RND_0794,Random_50M_150M,Random_50M_150M,6,640,16,1,48,32,1504,54.729,32,4138.8,2.35,0.062,794
RND_0795,Random_50M_150M,Random_50M_150M,6,576,16,16,64,64,1408,57.716,64,4981.5,2.444,1.0,795
RND_0796,Random_50M_150M,Random_50M_150M,20,384,8,1,32,64,1952,70.939,32,2841.0,5.083,0.125,796
RND_0797,Random_50M_150M,Random_50M_150M,12,640,6,3,32,32,2976,105.187,32,6692.5,4.65,0.5,797
RND_0798,Random_50M_150M,Random_50M_150M,21,320,16,2,32,48,1600,58.042,64,2076.9,5.0,0.125,798
RND_0799,Random_50M_150M,Random_50M_150M,20,576,12,1,32,64,2144,117.468,32,4869.0,3.722,0.083,799
RND_0800,Random_50M_150M,Random_50M_150M,16,384,16,4,16,64,1888,63.954,32,3070.5,4.917,0.25,800
RND_0801,Random_50M_150M,Random_50M_150M,10,640,6,6,64,48,1760,74.584,32,4667.5,2.75,1.0,801
RND_0802,Random_50M_150M,Random_50M_150M,11,480,1,1,32,64,2592,66.216,32,4209.4,5.4,1.0,802
RND_0803,Random_50M_150M,Random_50M_150M,8,576,4,2,48,32,1536,52.413,64,3049.9,2.667,0.5,803
RND_0804,Random_50M_150M,Random_50M_150M,8,608,4,1,64,16,2144,63.807,32,4573.1,3.526,0.25,804
RND_0805,Random_50M_150M,Random_50M_150M,26,512,6,6,64,16,2624,143.357,32,4976.0,5.125,1.0,805
RND_0806,Random_50M_150M,Random_50M_150M,14,480,6,3,32,48,1184,52.859,32,2260.3,2.467,0.5,806
RND_0807,Random_50M_150M,Random_50M_150M,9,448,6,1,48,32,2304,52.659,64,3480.3,5.143,0.167,807
RND_0808,Random_50M_150M,Random_50M_150M,24,608,4,4,48,16,1760,115.132,32,3878.4,2.895,1.0,808
RND_0809,Random_50M_150M,Random_50M_150M,13,640,16,8,32,64,896,73.732,64,3325.0,1.4,0.5,809
RND_0810,Random_50M_150M,Random_50M_150M,12,576,16,4,64,32,2688,97.986,64,5976.0,4.667,0.25,810
RND_0811,Random_50M_150M,Random_50M_150M,15,416,16,2,16,64,1760,62.865,32,3077.8,4.231,0.125,811
RND_0812,Random_50M_150M,Random_50M_150M,7,640,16,4,64,32,2752,77.772,64,6767.5,4.3,0.25,812
RND_0813,Random_50M_150M,Random_50M_150M,19,608,4,4,64,64,1088,80.138,32,2873.8,1.789,1.0,813
RND_0814,Random_50M_150M,Random_50M_150M,20,576,8,8,64,64,832,81.342,64,2724.8,1.444,1.0,814
RND_0815,Random_50M_150M,Random_50M_150M,24,480,1,1,32,64,2080,98.267,32,3399.4,4.333,1.0,815
RND_0816,Random_50M_150M,Random_50M_150M,21,480,4,2,16,16,1888,83.193,32,3095.6,3.933,0.5,816
RND_0817,Random_50M_150M,Random_50M_150M,20,512,12,4,48,48,2080,105.399,32,4382.0,4.062,0.333,817
RND_0818,Random_50M_150M,Random_50M_150M,8,576,12,3,32,64,2784,74.089,32,6205.5,4.833,0.25,818
RND_0819,Random_50M_150M,Random_50M_150M,28,608,6,1,48,16,2112,146.116,32,4541.0,3.474,0.167,819
RND_0820,Random_50M_150M,Random_50M_150M,12,512,4,2,32,64,1664,59.966,64,2966.0,3.25,0.5,820
RND_0821,Random_50M_150M,Random_50M_150M,23,416,12,4,16,16,1216,60.748,32,1907.8,2.923,0.333,821
RND_0822,Random_50M_150M,Random_50M_150M,25,640,4,4,48,64,1184,103.397,32,3137.5,1.85,1.0,822
RND_0823,Random_50M_150M,Random_50M_150M,18,320,8,4,16,64,1696,50.942,32,2131.2,5.3,0.5,823
RND_0824,Random_50M_150M,Random_50M_150M,3,608,8,4,32,48,3264,50.176,32,7191.5,5.368,0.5,824
RND_0825,Random_50M_150M,Random_50M_150M,19,352,6,6,16,16,1888,58.167,32,2344.4,5.364,1.0,825
RND_0826,Random_50M_150M,Random_50M_150M,24,512,12,1,48,16,2624,132.736,64,4632.0,5.125,0.083,826
RND_0827,Random_50M_150M,Random_50M_150M,21,608,4,1,32,16,2656,135.408,32,5492.2,4.368,0.25,827
RND_0828,Random_50M_150M,Random_50M_150M,25,608,16,16,16,32,1440,119.629,32,3921.1,2.368,1.0,828
RND_0829,Random_50M_150M,Random_50M_150M,27,512,16,2,16,64,2208,137.264,32,4544.0,4.312,0.125,829
RND_0830,Random_50M_150M,Random_50M_150M,7,640,16,16,48,32,1056,57.844,32,4037.5,1.65,1.0,830
RND_0831,Random_50M_150M,Random_50M_150M,11,416,16,1,32,16,1856,50.139,32,2924.2,4.462,0.062,831
RND_0832,Random_50M_150M,Random_50M_150M,24,512,1,1,48,32,2592,123.299,32,4472.0,5.062,1.0,832
RND_0833,Random_50M_150M,Random_50M_150M,9,416,16,2,64,32,2208,52.192,32,3823.6,5.308,0.125,833
RND_0834,Random_50M_150M,Random_50M_150M,27,608,1,1,48,32,1664,115.198,32,3450.9,2.737,1.0,834
RND_0835,Random_50M_150M,Random_50M_150M,23,448,4,1,48,48,2400,101.692,32,3787.0,5.357,0.25,835
RND_0836,Random_50M_150M,Random_50M_150M,22,448,8,1,64,48,2208,97.776,32,3763.4,4.929,0.125,836
RND_0837,Random_50M_150M,Random_50M_150M,7,576,16,4,16,16,2496,61.737,64,4866.8,4.333,0.25,837
RND_0838,Random_50M_150M,Random_50M_150M,24,320,12,12,48,32,1728,70.672,64,2363.8,5.4,1.0,838
RND_0839,Random_50M_150M,Random_50M_150M,25,384,12,3,64,64,1376,77.398,32,2557.5,3.583,0.25,839
RND_0840,Random_50M_150M,Random_50M_150M,18,480,2,2,16,48,1888,75.307,32,3129.4,3.933,1.0,840
RND_0841,Random_50M_150M,Random_50M_150M,20,416,1,1,48,64,1824,68.331,32,2609.8,4.385,1.0,841
RND_0842,Random_50M_150M,Random_50M_150M,28,480,12,6,48,64,960,89.98,32,2589.4,2.0,0.5,842
RND_0843,Random_50M_150M,Random_50M_150M,25,576,2,1,32,64,2240,129.921,64,4197.4,3.889,0.5,843
RND_0844,Random_50M_150M,Random_50M_150M,26,416,4,4,32,64,1088,64.561,32,1849.2,2.615,1.0,844
RND_0845,Random_50M_150M,Random_50M_150M,23,416,16,1,16,64,2048,92.744,32,3436.1,4.923,0.062,845
RND_0846,Random_50M_150M,Random_50M_150M,27,320,1,1,64,32,1312,51.783,32,1456.2,4.1,1.0,846
RND_0847,Random_50M_150M,Random_50M_150M,8,576,12,3,64,32,3040,77.628,32,6691.5,5.278,0.25,847
RND_0848,Random_50M_150M,Random_50M_150M,12,544,16,8,64,32,1728,76.248,32,4483.8,3.176,0.5,848
RND_0849,Random_50M_150M,Random_50M_150M,25,416,1,1,48,48,1344,64.879,16,2151.5,3.231,1.0,849
RND_0850,Random_50M_150M,Random_50M_150M,5,608,6,6,32,32,2304,53.916,32,5139.5,3.789,1.0,850
RND_0851,Random_50M_150M,Random_50M_150M,9,544,16,16,64,64,2944,90.655,32,7735.0,5.412,1.0,851
RND_0852,Random_50M_150M,Random_50M_150M,19,448,16,2,16,16,1632,69.127,32,2700.2,3.643,0.125,852
RND_0853,Random_50M_150M,Random_50M_150M,17,384,1,1,32,64,1824,56.3,32,2395.5,4.75,1.0,853
RND_0854,Random_50M_150M,Random_50M_150M,17,608,1,1,32,16,1120,66.319,16,2574.5,1.842,1.0,854
RND_0855,Random_50M_150M,Random_50M_150M,13,448,16,4,48,32,2400,73.79,32,4338.2,5.357,0.25,855
RND_0856,Random_50M_150M,Random_50M_150M,16,544,4,2,64,16,2976,109.262,32,5631.2,5.471,0.5,856
RND_0857,Random_50M_150M,Random_50M_150M,16,512,4,1,32,32,1440,63.776,32,2618.0,2.812,0.25,857
RND_0858,Random_50M_150M,Random_50M_150M,16,576,16,4,48,48,2400,113.035,32,5780.2,4.167,0.25,858
RND_0859,Random_50M_150M,Random_50M_150M,21,480,2,1,64,48,960,56.581,32,1703.4,2.0,0.5,859
RND_0860,Random_50M_150M,Random_50M_150M,28,576,4,1,64,16,1792,122.168,64,3461.1,3.111,0.25,860
RND_0861,Random_50M_150M,Random_50M_150M,26,576,1,1,32,48,864,70.222,16,1944.0,1.5,1.0,861
RND_0862,Random_50M_150M,Random_50M_150M,23,448,2,2,32,64,1920,85.865,64,2863.0,4.286,1.0,862
RND_0863,Random_50M_150M,Random_50M_150M,13,416,8,1,64,64,1824,56.752,32,3033.9,4.385,0.125,863
RND_0864,Random_50M_150M,Random_50M_150M,19,544,12,1,48,64,1408,86.09,32,3403.2,2.588,0.083,864
RND_0865,Random_50M_150M,Random_50M_150M,4,640,6,3,48,48,2304,52.082,32,5477.5,3.6,0.5,865
RND_0866,Random_50M_150M,Random_50M_150M,21,608,12,3,32,16,1408,93.733,32,3311.9,2.316,0.25,866
RND_0867,Random_50M_150M,Random_50M_150M,23,416,4,4,48,64,2208,92.897,32,3443.4,5.308,1.0,867
RND_0868,Random_50M_150M,Random_50M_150M,12,608,1,1,64,16,1312,60.47,16,3049.5,2.158,1.0,868
RND_0869,Random_50M_150M,Random_50M_150M,6,576,8,4,64,16,1856,51.523,64,3910.5,3.222,0.5,869
RND_0870,Random_50M_150M,Random_50M_150M,11,480,6,1,32,16,1760,53.797,32,2969.1,3.667,0.167,870
RND_0871,Random_50M_150M,Random_50M_150M,21,352,16,2,48,64,1056,56.041,32,2010.2,3.0,0.125,871
RND_0872,Random_50M_150M,Random_50M_150M,26,416,16,2,32,16,768,55.216,32,1454.4,1.846,0.125,872
RND_0873,Random_50M_150M,Random_50M_150M,7,576,12,4,64,16,2400,63.156,32,5375.2,4.167,0.333,873
RND_0874,Random_50M_150M,Random_50M_150M,15,480,16,4,32,32,1792,72.076,32,3517.5,3.733,0.25,874
RND_0875,Random_50M_150M,Random_50M_150M,14,576,4,4,16,16,2976,103.041,32,5820.8,5.167,1.0,875
RND_0876,Random_50M_150M,Random_50M_150M,21,576,12,2,64,16,2720,141.248,32,5881.5,4.722,0.167,876
RND_0877,Random_50M_150M,Random_50M_150M,12,480,1,1,48,64,1600,53.085,32,2656.9,3.333,1.0,877
RND_0878,Random_50M_150M,Random_50M_150M,14,544,12,4,16,16,2592,90.492,32,4961.9,4.765,0.333,878
RND_0879,Random_50M_150M,Random_50M_150M,20,608,1,1,64,64,2528,125.94,32,5246.4,4.158,1.0,879
RND_0880,Random_50M_150M,Random_50M_150M,17,480,12,2,64,16,2272,88.914,32,4192.5,4.733,0.167,880
RND_0881,Random_50M_150M,Random_50M_150M,14,416,12,6,16,32,2176,63.982,32,3384.9,5.231,0.5,881
RND_0882,Random_50M_150M,Random_50M_150M,21,448,2,1,64,16,1088,55.519,32,1731.6,2.429,0.5,882
RND_0883,Random_50M_150M,Random_50M_150M,14,576,2,1,48,48,928,53.753,32,1953.0,1.611,0.5,883
RND_0884,Random_50M_150M,Random_50M_150M,20,480,12,6,48,48,2464,111.714,32,4816.9,5.133,0.5,884
RND_0885,Random_50M_150M,Random_50M_150M,13,640,8,2,16,32,1824,81.719,32,4195.0,2.85,0.25,885
RND_0886,Random_50M_150M,Random_50M_150M,20,384,16,1,48,32,2016,76.223,32,3131.2,5.25,0.062,886
RND_0887,Random_50M_150M,Random_50M_150M,19,320,16,16,64,48,736,51.322,32,2041.2,2.3,1.0,887
RND_0888,Random_50M_150M,Random_50M_150M,21,448,12,2,32,64,704,55.067,64,1613.5,1.571,0.167,888
RND_0889,Random_50M_150M,Random_50M_150M,21,576,16,8,64,32,1568,113.766,32,4443.8,2.722,0.5,889
RND_0890,Random_50M_150M,Random_50M_150M,26,544,8,8,64,48,1472,115.203,32,3718.8,2.706,1.0,890
RND_0891,Random_50M_150M,Random_50M_150M,18,480,12,12,32,32,704,55.677,32,1931.2,1.467,1.0,891
RND_0892,Random_50M_150M,Random_50M_150M,22,512,6,3,48,16,1056,67.95,32,2114.0,2.062,0.5,892
RND_0893,Random_50M_150M,Random_50M_150M,24,480,4,4,64,16,1472,82.415,32,2673.8,3.067,1.0,893
RND_0894,Random_50M_150M,Random_50M_150M,26,608,4,1,64,64,2240,146.967,32,4925.8,3.684,0.25,894
RND_0895,Random_50M_150M,Random_50M_150M,7,640,2,1,64,16,2560,67.665,32,5578.8,4.0,0.5,895
RND_0896,Random_50M_150M,Random_50M_150M,18,512,6,3,16,48,1600,75.314,32,3032.0,3.125,0.5,896
RND_0897,Random_50M_150M,Random_50M_150M,23,480,16,2,64,48,704,69.741,32,2184.4,1.467,0.125,897
RND_0898,Random_50M_150M,Random_50M_150M,20,448,4,1,32,64,2400,91.364,32,3787.0,5.357,0.25,898
RND_0899,Random_50M_150M,Random_50M_150M,21,512,16,4,48,64,928,79.793,32,2834.0,1.812,0.25,899
RND_0900,Random_50M_150M,Random_50M_150M,28,416,4,2,48,32,2048,98.11,32,3033.9,4.923,0.5,900
RND_0901,Random_50M_150M,Random_50M_150M,17,576,8,2,16,32,2464,106.07,32,4990.5,4.278,0.25,901
RND_0902,Random_50M_150M,Random_50M_150M,24,544,6,1,32,48,1152,79.825,32,2408.7,2.118,0.167,902
RND_0903,Random_50M_150M,Random_50M_150M,18,544,1,1,64,64,1088,61.847,32,2112.2,2.0,1.0,903
RND_0904,Random_50M_150M,Random_50M_150M,27,320,8,4,48,48,1728,70.86,64,2108.8,5.4,0.5,904
RND_0905,Random_50M_150M,Random_50M_150M,25,576,8,4,48,48,1792,123.009,64,3910.5,3.111,0.5,905
RND_0906,Random_50M_150M,Random_50M_150M,19,544,8,4,16,64,1760,91.878,32,3737.9,3.235,0.5,906
RND_0907,Random_50M_150M,Random_50M_150M,27,320,16,8,32,16,1280,59.248,64,1662.5,4.0,0.5,907
RND_0908,Random_50M_150M,Random_50M_150M,15,608,12,4,64,64,1248,83.416,32,3878.4,2.053,0.333,908
RND_0909,Random_50M_150M,Random_50M_150M,27,352,8,2,32,48,1824,77.338,32,2431.0,5.182,0.25,909
RND_0910,Random_50M_150M,Random_50M_150M,13,480,6,1,16,64,2432,73.17,32,4150.3,5.067,0.167,910
RND_0911,Random_50M_150M,Random_50M_150M,8,576,4,2,16,64,2720,68.78,32,5476.5,4.722,0.5,911
RND_0912,Random_50M_150M,Random_50M_150M,13,512,6,3,16,48,1024,50.04,32,2060.0,2.0,0.5,912
RND_0913,Random_50M_150M,Random_50M_150M,12,448,1,1,32,32,1984,55.223,32,2999.5,4.429,1.0,913
RND_0914,Random_50M_150M,Random_50M_150M,7,544,2,1,48,64,2112,52.763,32,3996.1,3.882,0.5,914
RND_0915,Random_50M_150M,Random_50M_150M,24,544,8,4,32,64,992,81.288,32,2475.6,1.824,0.5,915
RND_0916,Random_50M_150M,Random_50M_150M,18,640,8,4,48,64,1568,101.884,32,4262.5,2.45,0.5,916
RND_0917,Random_50M_150M,Random_50M_150M,15,640,12,6,64,64,2176,116.991,64,5875.0,3.4,0.5,917
RND_0918,Random_50M_150M,Random_50M_150M,6,512,6,2,32,48,2496,50.714,32,4580.0,4.875,0.333,918
RND_0919,Random_50M_150M,Random_50M_150M,22,512,16,2,32,16,992,69.031,32,2168.0,1.938,0.125,919
RND_0920,Random_50M_150M,Random_50M_150M,18,544,2,1,32,16,1696,78.611,32,3135.4,3.118,0.5,920
RND_0921,Random_50M_150M,Random_50M_150M,12,480,6,3,32,32,1920,60.642,32,3348.8,4.0,0.5,921
RND_0922,Random_50M_150M,Random_50M_150M,25,352,1,1,64,32,1216,51.518,32,1490.5,3.455,1.0,922
RND_0923,Random_50M_150M,Random_50M_150M,17,512,6,6,32,48,1536,74.231,32,3140.0,3.0,1.0,923
RND_0924,Random_50M_150M,Random_50M_150M,13,512,2,1,16,32,1632,59.305,32,2843.0,3.188,0.5,924
RND_0925,Random_50M_150M,Random_50M_150M,15,448,12,2,48,16,1856,65.981,64,3011.8,4.143,0.167,925
RND_0926,Random_50M_150M,Random_50M_150M,17,416,8,2,48,32,2080,70.722,32,3224.0,5.0,0.25,926
